Destillerie:;Region:;Distrikt:;Hersteller:;Version:;Punkte:;Buch vom:;Adresse:;Telefon;Website;E-Mail
Jura;Highlands;Jura;Invergordon;Isle of Jura 10-year-old 40%;71;M.J. 1994;Craighouse, Jura, Argyll, PA60 7XT;0044/14 96-82 02 40;;
Jura;Highlands;Jura;Invergordon;Isle of Jura 10-year-old 63,9% Cadenhead;71;M.J. 1994;Craighouse, Jura, Argyll, PA60 7XT;0044/14 96-82 02 40;;
Jura;Highlands;Jura;Invergordon;Isle of Jura 20-year-old 54% Faßstärke;78;M.J. 1994;Craighouse, Jura, Argyll, PA60 7XT;0044/14 96-82 02 40;;
Jura;Highlands;Jura;Invergordon;Isle of Jura 26-year-old 45% Stillman´s Dram;78;M.J. 1994;Craighouse, Jura, Argyll, PA60 7XT;0044/14 96-82 02 40;;
Jura;Highlands;Jura;JBB;Isle of Jura 1975 43% Signatory;78;M. J. 1999;Craighouse, Jura, Argyll, PA60 7XT;0044/14 96-82 02 40;;
Jura;Highlands;Jura;JBB;Isle of Jura 1966 56,6% ;79;M. J. 1999;Craighouse, Jura, Argyll, PA60 7XT;0044/14 96-82 02 40;;
Jura;Highlands;Jura;JBB;Isle of Jura 20-year-old 46% Cadenhead;76;M. J. 1999;Craighouse, Jura, Argyll, PA60 7XT;0044/14 96-82 02 40;;
Kinclaith;Lowlands;Western Lowlands;Whitbread/Long John;Kinclaith 1967 40% Connoisseurs Choice;68;M.J. 1994;Moffar Street, Glasgow, G5 0ND;;;
Kinclaith;Lowlands;Western Lowlands;Whitbread/Long John;Kinclaith 20-year-old 46% Cadenhead;65;M.J. 1994;Moffar Street, Glasgow, G5 0ND;;;
Kinclaith;Lowlands;Western Lowlands;Whitbread/Long John;Kinclaith 1966 40% Connoisseurs Choice;69;M.J. 1994;Moffar Street, Glasgow, G5 0ND;;;
Knockando;Highlands;Speyside;IDV/Justerini and Brooks;Knockando 1978 43%;76;M.J. 1994;Aberlour, Morayshire, AB38 7RT;;;
Knockando;Highlands;Speyside;IDV/Justerini and Brooks;Knockando Special Selection 1976 43%;77;M.J. 1994;Aberlour, Morayshire, AB38 7RT;;;
Knockando;Highlands;Speyside;IDV/Justerini and Brooks;Knockando Extra Old Reserve 1968 43%;79;M.J. 1994;Aberlour, Morayshire, AB38 7RT;;;
Knockando;Highlands;Speyside;UDV (Diageo);Knockando 12-year-old 1986 46%;76;M. J. 1999;Aberlour, Morayshire, AB38 7RT;;;
Knockando;Highlands;Speyside;UDV (Diageo);Knockando 18-year-old 1980 43%;78;M. J. 1999;Aberlour, Morayshire, AB38 7RT;;;
Knockando;Highlands;Speyside;UDV (Diageo);Knockando Slow Matured 43%;78;M. J. 1999;Aberlour, Morayshire, AB38 7RT;;;
Knockando;Highlands;Speyside;UDV (Diageo);Knockando Extra Old 1977 43%;79;M. J. 1999;Aberlour, Morayshire, AB38 7RT;;;
Knockando;Highlands;Speyside;UDV (Diageo);Knockando Master Reserve 1977 43%;80;M. J. 1999;Aberlour, Morayshire, AB38 7RT;;;
Knockando;Highlands;Speyside;UDV (Diageo);Knockando Single Cask 21-year-old 43%;81;M. J. 1999;Aberlour, Morayshire, AB38 7RT;;;
Ladyburn;Lowlands;Western Lowlands;William Grant & Sons;Ladyburn 20-year-old 46% Cadenhead;57;M.J. 1994;Girvan, Ayshire, KA26 9PT;;;
Lagavulin;Islay;Südküste;United Distillers;Lagavulin 12-year-old 43% ;89;M.J. 1994;Port Ellen, Islay, Argyll, PA42 7DZ;0044/14 96-30 27 30;;
Lagavulin;Islay;Südküste;United Distillers;Lagavulin 16-year-old 43% ;95;M.J. 1994;Port Ellen, Islay, Argyll, PA42 7DZ;0044/14 96-30 27 30;;
Lagavulin;Islay;Südküste;United Distillers;Lagavulin 14-year-old 64,7% Cadenhead;88;M.J. 1994;Port Ellen, Islay, Argyll, PA42 7DZ;0044/14 96-30 27 30;;
Lagavulin;Islay;Südküste;United Distillers;Lagavulin 15-year-old 64,4% Cadenhead;87;M.J. 1994;Port Ellen, Islay, Argyll, PA42 7DZ;0044/14 96-30 27 30;;
Lagavulin;Islay;Südküste;UDV (Diageo);Lagavulin 1979 Double Matured 43%;95;M. J. 1999;Port Ellen, Islay, Argyll, PA42 7DZ;0044/14 96-30 27 30;;
Lagavulin;Islay;Südküste;UDV (Diageo);Lagavulin 13-year-old 46% Murray McDavid;87;M. J. 1999;Port Ellen, Islay, Argyll, PA42 7DZ;0044/14 96-30 27 30;;
Lagavulin;Islay;Südküste;UDV (Diageo);Lagavulin1979 40% Murray McDavid;86;M. J. 1999;Port Ellen, Islay, Argyll, PA42 7DZ;0044/14 96-30 27 30;;
Laphroaig;Islay;Südküste;Allied Distillers;Laphroaig 10-year-old 43%;86;M.J. 1994;Port Ellen, Islay, Argyll, PA42 7DU;0044/14 96-30 24 18;www.laphroaig.com;
Laphroaig;Islay;Südküste;Allied Distillers;Laphroaig 15-year-old 43%;89;M.J. 1994;Port Ellen, Islay, Argyll, PA42 7DU;0044/14 96-30 24 18;www.laphroaig.com;
Laphroaig;Islay;Südküste;Allied Distillers;Laphroaig 16-year-old 57% Cadenhead;81;M.J. 1994;Port Ellen, Islay, Argyll, PA42 7DU;0044/14 96-30 24 18;www.laphroaig.com;
Laphroaig;Islay;Südküste;Allied Distillers;Laphroaig 1974 55% Signatory;87;M.J. 1994;Port Ellen, Islay, Argyll, PA42 7DU;0044/14 96-30 24 18;www.laphroaig.com;
Laphroaig;Islay;Südküste;Allied Distillers;Laphroaig 10-year-old 57,3%;88;M. J. 1999;Port Ellen, Islay, Argyll, PA42 7DU;0044/14 96-30 24 18;www.laphroaig.com;
Laphroaig;Islay;Südküste;Allied Distillers;Laphroaig 1976 43%;89;M. J. 1999;Port Ellen, Islay, Argyll, PA42 7DU;0044/14 96-30 24 18;www.laphroaig.com;
Laphroaig;Islay;Südküste;Allied Distillers;Laphroaig 30-year-old 43%;90;M. J. 1999;Port Ellen, Islay, Argyll, PA42 7DU;0044/14 96-30 24 18;www.laphroaig.com;
Laphroaig;Islay;Südküste;Allied Distillers;Laphroaig 1987 46% Murray McDavid;84;M. J. 1999;Port Ellen, Islay, Argyll, PA42 7DU;0044/14 96-30 24 18;www.laphroaig.com;
Linkwood;Highlands;Speyside;United Distillers;Linkwood 12-year-old 40% ;83;M.J. 1994;Elgin, Morayshire, IV30 3RD;0044/13 43-55 38 00;;
Linkwood;Highlands;Speyside;United Distillers;Linkwood 12-year-old 43% Flora und Fauna ;82;M.J. 1994;Elgin, Morayshire, IV30 3RD;0044/13 43-55 38 00;;
Linkwood;Highlands;Speyside;United Distillers;Linkwood 14-year-old 58,5% Cadenhead ;83;M.J. 1994;Elgin, Morayshire, IV30 3RD;0044/13 43-55 38 00;;
Linkwood;Highlands;Speyside;United Distillers;Linkwood 15-year-old 40% Gordon MacPhail;84;M.J. 1994;Elgin, Morayshire, IV30 3RD;0044/13 43-55 38 00;;
Linkwood;Highlands;Speyside;UDV (Diageo);Linkwood 1983 59,8% Limited Bottling;83;M. J. 1999;Elgin, Morayshire, IV30 3RD;0044/13 43-55 38 00;;
Linkwood;Highlands;Speyside;UDV (Diageo);Linkwood 1974 (22-year-old) cask strength Rare Malts;82;M. J. 1999;Elgin, Morayshire, IV30 3RD;0044/13 43-55 38 00;;
Linkwood;Highlands;Speyside;UDV (Diageo);Linkwood 1972 Rare Malts;84;M. J. 1999;Elgin, Morayshire, IV30 3RD;0044/13 43-55 38 00;;
Linkwood;Highlands;Speyside;UDV (Diageo);Linkwood 1988 43% Signatory;82;M. J. 1999;Elgin, Morayshire, IV30 3RD;0044/13 43-55 38 00;;
Linkwood;Highlands;Speyside;UDV (Diageo);Linkwood 1975 55,7% Signatory;83;M. J. 1999;Elgin, Morayshire, IV30 3RD;0044/13 43-55 38 00;;
Linkwood;Highlands;Speyside;UDV (Diageo);Linkwood 25-year-old 40% Gordon & MacPhail;83;M. J. 1999;Elgin, Morayshire, IV30 3RD;0044/13 43-55 38 00;;
Littlemill;Lowlands;Western Lowlands;Gibson International;Littlemill 8-year-old 43%;83;M.J. 1994;Bowling, Dunbartonshire, G60 5BG;0044/13 89-75 27 81;;
Littlemill;Lowlands;Western Lowlands;Gibson International;Littlemill 22-year-old 46% Cadenhead;83;M.J. 1994;Bowling, Dunbartonshire, G60 5BG;0044/13 89-75 27 81;;
Littlemill;Lowlands;Western Lowlands;Loch Lomond Distillery;Littlemill 1989 43% Signatory;78;M. J. 1999;Bowling, Dunbartonshire, G60 5BG;0044/13 89-75 27 81;;
Littlemill;Lowlands;Western Lowlands;Loch Lomond Distillery;Littlemill 1966 53,5% Cadenhead;76;M. J. 1999;Bowling, Dunbartonshire, G60 5BG;0044/13 89-75 27 81;;
Littlemill;Lowlands;Western Lowlands;Loch Lomond Distillery;Littlemill 1965 49,1% Signatory;79;M. J. 1999;Bowling, Dunbartonshire, G60 5BG;0044/13 89-75 27 81;;
Loch Lomond;Highlands;Western Highlands;Loch Lomond Distillery;OLD RODHU 40%;65;M. J. 1999;Lomond Estate, Alexandria, Dunbartonshire, G83 0TL;0044/13 89-75 27 81;;
Loch Lomond;Highlands;Western Highlands;Loch Lomond Distillery;Inchmurrin keine Altersangabe 40%;67;M. J. 1999;Lomond Estate, Alexandria, Dunbartonshire, G83 0TL;0044/13 89-75 27 81;;
Loch Lomond;Highlands;Western Highlands;Loch Lomond Distillery;Loch Lomond 12-year-old;;M. J. 1999;Lomond Estate, Alexandria, Dunbartonshire, G83 0TL;0044/13 89-75 27 81;;
Loch Lomond;Highlands;Western Highlands;Loch Lomond Distillery;Loch Lomond 23-year-old;69;M. J. 1999;Lomond Estate, Alexandria, Dunbartonshire, G83 0TL;0044/13 89-75 27 81;;
Loch Lomond;Highlands;Western Highlands;Loch Lomond Distillery;Loch Lomond 1966 47%;69;M. J. 1999;Lomond Estate, Alexandria, Dunbartonshire, G83 0TL;0044/13 89-75 27 81;;
Lochnagar;Highlands;Eastern Highlands;United Distillers;Royal Lochnagar 12-year-old 43%;80;M.J. 1994;Crathie, Ballater, Aberdeenshire, AB35 5TB;0044/13 39-74 27 16;;
Lochnagar;Highlands;Eastern Highlands;United Distillers;Royal Lochnagar Selected Reserve keine Altersangabe 43%;83;M.J. 1994;Crathie, Ballater, Aberdeenshire, AB35 5TB;0044/13 39-74 27 16;;
Lochnagar;Highlands;Eastern Highlands;UDV (Diageo);Royal Lochnagar Rare Malts 23-year-old 59,7;81;M. J. 1999;Crathie, Ballater, Aberdeenshire, AB35 5TB;0044/13 39-74 27 16;;
Lochnagar;Highlands;Eastern Highlands;UDV (Diageo);Royal Lochnagar Rare Malts 24-year-old 55,7%;81;M. J. 1999;Crathie, Ballater, Aberdeenshire, AB35 5TB;0044/13 39-74 27 16;;
Lochside;Highlands;Eastern Highlands;Macnab Distilleries;Lochside 10-year-old 40%;74;M.J. 1994;Montrose, Angus, DD10 9AD;;;
Lochside;Highlands;Eastern Highlands;Macnab Distilleries;Lochside 1966 40% Gordon MacPhail;73;M.J. 1994;Montrose, Angus, DD10 9AD;;;
Lochside;Highlands;Eastern Highlands;Macnab Distilleries;Lochside 1966 43% Signatory;71;M.J. 1994;Montrose, Angus, DD10 9AD;;;
Lochside;Highlands;Eastern Highlands;Macnab Distilleries;Lochside 1959 58,5% Signatory;72;M.J. 1994;Montrose, Angus, DD10 9AD;;;
Lochside;Highlands;Eastern Highlands;Macnab Distilleries;Lochside 1966 31-year-old 57,7% Signatory;76;M. J. 1999;Montrose, Angus, DD10 9AD;;;
Longmorn;Highlands;Speyside;Seagram/Chivas;Longmorn 12-year-old 40%;85;M.J. 1994;Elgin, Morayshire, IV30 3SJ;0044/15 42-78 30 42;;
Longmorn;Highlands;Speyside;Seagram/Chivas;Longmorn 15-year-old 43%;87;M.J. 1994;Elgin, Morayshire, IV30 3SJ;0044/15 42-78 30 42;;
Longmorn;Highlands;Speyside;Seagram/Chivas;Longmorn 19-year-old 45% Cadenhead;88;M.J. 1994;Elgin, Morayshire, IV30 3SJ;0044/15 42-78 30 42;;
Longmorn;Highlands;Speyside;Seagram/Chivas;Longmorn 1962 40% Connoisseurs Choice;86;M.J. 1994;Elgin, Morayshire, IV30 3SJ;0044/15 42-78 30 42;;
Longmorn;Highlands;Speyside;Seagram/Chivas;Longmorn 1969 61,2% Gordon MacPhail;89;M.J. 1994;Elgin, Morayshire, IV30 3SJ;0044/15 42-78 30 42;;
Longmorn;Highlands;Speyside;Seagram/Chivas;Longmorn 25-year-old 45% Limited Centenary Edition;91;M. J. 1999;Elgin, Morayshire, IV30 3SJ;0044/15 42-78 30 42;;
Longmorn;Highlands;Speyside;Seagram/Chivas;Longmorn 17-year-old 1974 58% Cadenhead;79;M. J. 1999;Elgin, Morayshire, IV30 3SJ;0044/15 42-78 30 42;;
Longmorn;Highlands;Speyside;Seagram/Chivas;Longmorn 28-year-old 1969 56,3% Signatory;88;M. J. 1999;Elgin, Morayshire, IV30 3SJ;0044/15 42-78 30 42;;
The MaCallan;Highlands;Speyside;Macallan;The MaCallan 7-year-old 40%;81;M.J. 1994;Aberlour, Banffshire, AB38 9RX;0044/13 40-87 14 71;www.themacallan.com;
The MaCallan;Highlands;Speyside;Macallan;The MaCallan 10-year-old 40%;87;M.J. 1994;Aberlour, Banffshire, AB38 9RX;0044/13 40-87 14 71;www.themacallan.com;
The MaCallan;Highlands;Speyside;Macallan;The MaCallan 10-year-old 57% (100 proof);89;M.J. 1994;Aberlour, Banffshire, AB38 9RX;0044/13 40-87 14 71;www.themacallan.com;
The MaCallan;Highlands;Speyside;Macallan;The MaCallan 12-year-old 43%;91;M.J. 1994;Aberlour, Banffshire, AB38 9RX;0044/13 40-87 14 71;www.themacallan.com;
The MaCallan;Highlands;Speyside;Macallan;The MaCallan 1975 43%;94;M.J. 1994;Aberlour, Banffshire, AB38 9RX;0044/13 40-87 14 71;www.themacallan.com;
The MaCallan;Highlands;Speyside;Macallan;The MaCallan 25-year-old 43%;95;M.J. 1994;Aberlour, Banffshire, AB38 9RX;0044/13 40-87 14 71;www.themacallan.com;
The MaCallan;Highlands;Speyside;Macallan;The MaCallan As we get it Faßstärke;84;M.J. 1994;Aberlour, Banffshire, AB38 9RX;0044/13 40-87 14 71;www.themacallan.com;
The MaCallan;Highlands;Speyside;Macallan;The MaCallan 1969 Faßstärke Inverallen;84;M.J. 1994;Aberlour, Banffshire, AB38 9RX;0044/13 40-87 14 71;www.themacallan.com;
The MaCallan;Highlands;Speyside;Macallan;The MaCallan 28-year-old 55,7% Inverallen;93;M.J. 1994;Aberlour, Banffshire, AB38 9RX;0044/13 40-87 14 71;www.themacallan.com;
The MaCallan;Highlands;Speyside;Macallan;The MaCallan 30-year-old 52,6% Cadenhead;88;M.J. 1994;Aberlour, Banffshire, AB38 9RX;0044/13 40-87 14 71;www.themacallan.com;
The MaCallan;Highlands;Speyside;The Macallan(Highland Distillers);The MaCallan 18-year-old 43% div. Jahrgänge ;94;M. J. 1999;Aberlour, Banffshire, AB38 9RX;0044/13 40-87 14 71;www.themacallan.com;
The MaCallan;Highlands;Speyside;The Macallan(Highland Distillers);The MaCallan 15-year-old 43%;92;M. J. 1999;Aberlour, Banffshire, AB38 9RX;0044/13 40-87 14 71;www.themacallan.com;
The MaCallan;Highlands;Speyside;The Macallan(Highland Distillers);The MaCallan Gran Reserva 18-year-old 40%;95;M. J. 1999;Aberlour, Banffshire, AB38 9RX;0044/13 40-87 14 71;www.themacallan.com;
The MaCallan;Highlands;Speyside;The Macallan(Highland Distillers);The MaCallan 30-year-old 43%;95;M. J. 1999;Aberlour, Banffshire, AB38 9RX;0044/13 40-87 14 71;www.themacallan.com;
The MaCallan;Highlands;Speyside;The Macallan(Highland Distillers);The MaCallan 40%;92;M. J. 1999;Aberlour, Banffshire, AB38 9RX;0044/13 40-87 14 71;www.themacallan.com;
The MaCallan;Highlands;Speyside;The Macallan(Highland Distillers);MaCallan The 1874;95;M. J. 1999;Aberlour, Banffshire, AB38 9RX;0044/13 40-87 14 71;www.themacallan.com;
The MaCallan;Highlands;Speyside;The Macallan(Highland Distillers);The MaCallan Twenties 40%;93;M. J. 1999;Aberlour, Banffshire, AB38 9RX;0044/13 40-87 14 71;www.themacallan.com;
The MaCallan;Highlands;Speyside;The Macallan(Highland Distillers);The MaCallan Thirties 40%;95;M. J. 1999;Aberlour, Banffshire, AB38 9RX;0044/13 40-87 14 71;www.themacallan.com;
The MaCallan;Highlands;Speyside;The Macallan(Highland Distillers);The MaCallan Fourties 40%;94;M. J. 1999;Aberlour, Banffshire, AB38 9RX;0044/13 40-87 14 71;www.themacallan.com;
The MaCallan;Highlands;Speyside;The Macallan(Highland Distillers);The MaCallan Fifties 40%;93;M. J. 1999;Aberlour, Banffshire, AB38 9RX;0044/13 40-87 14 71;www.themacallan.com;
The MaCallan;Highlands;Speyside;The Macallan(Highland Distillers);The MaCallan Millenium 50-year-old (1949) 46%;;M. J. 1999;Aberlour, Banffshire, AB38 9RX;0044/13 40-87 14 71;www.themacallan.com;
The MaCallan;Highlands;Speyside;The Macallan(Highland Distillers);The MaCallan 1948 46,6%;96;M. J. 1999;Aberlour, Banffshire, AB38 9RX;0044/13 40-87 14 71;www.themacallan.com;
The MaCallan;Highlands;Speyside;The Macallan(Highland Distillers);The MaCallan 1946 40%;95;M. J. 1999;Aberlour, Banffshire, AB38 9RX;0044/13 40-87 14 71;www.themacallan.com;
The MaCallan;Highlands;Speyside;The Macallan(Highland Distillers);The MaCallan 9-year-old 58,2% Adelphi;79;M. J. 1999;Aberlour, Banffshire, AB38 9RX;0044/13 40-87 14 71;www.themacallan.com;
The MaCallan;Highlands;Speyside;The Macallan(Highland Distillers);The MaCallan 1990 40% Gordon & MacPhail;80;M. J. 1999;Aberlour, Banffshire, AB38 9RX;0044/13 40-87 14 71;www.themacallan.com;
The MaCallan;Highlands;Speyside;The Macallan(Highland Distillers);The MaCallan 1978 40% Gordon & MacPhail;94;M. J. 1999;Aberlour, Banffshire, AB38 9RX;0044/13 40-87 14 71;www.themacallan.com;
The MaCallan;Highlands;Speyside;The Macallan(Highland Distillers);The MaCallan 1974 46% Murray McDavid;92;M. J. 1999;Aberlour, Banffshire, AB38 9RX;0044/13 40-87 14 71;www.themacallan.com;
The MaCallan;Highlands;Speyside;The Macallan(Highland Distillers);The MaCallan As we get it Faßstärke J. G. Thompson;84;M. J. 1999;Aberlour, Banffshire, AB38 9RX;0044/13 40-87 14 71;www.themacallan.com;
The MaCallan;Highlands;Speyside;The Macallan(Highland Distillers);The MaCallan 1984 Fassstärke Inverallen;84;M. J. 1999;Aberlour, Banffshire, AB38 9RX;0044/13 40-87 14 71;www.themacallan.com;
The MaCallan;Highlands;Speyside;The Macallan(Highland Distillers);The MaCallan 1965 28-year-old 55,7% Signatory;92;M. J. 1999;Aberlour, Banffshire, AB38 9RX;0044/13 40-87 14 71;www.themacallan.com;
The MaCallan;Highlands;Speyside;The Macallan(Highland Distillers);The MaCallan 30-year-old 52,6 % Cadenhead;88;M. J. 1999;Aberlour, Banffshire, AB38 9RX;0044/13 40-87 14 71;www.themacallan.com;
The MaCallan;Highlands;Speyside;The Macallan(Highland Distillers);The MaCallan 30-year-old 54,7% Cadenhead;90;M. J. 1999;Aberlour, Banffshire, AB38 9RX;0044/13 40-87 14 71;www.themacallan.com;
Mannochmore;Highlands;Speyside;United Distillers;Mannochmore 12-year-old 43% Flora und Fauna;72;M.J. 1994;In der nähe von Elgin, Morayshire, IV30 8FF;0044/13 43-54 78 91;;
Mannochmore;Highlands;Speyside;United Distillers;Mannochmore 22-year-old (1974)Fassstärke Rare Malts;74;M. J. 1999;In der nähe von Elgin, Morayshire, IV30 8FF;0044/13 43-54 78 91;;
Mannochmore;Highlands;Speyside;United Distillers;Mannochmore 22-year-old (1970 ) Fassstärke Rare Malts;75;M. J. 1999;In der nähe von Elgin, Morayshire, IV30 8FF;0044/13 43-54 78 91;;
Mannochmore;Highlands;Speyside;United Distillers;"Loch Dhu ""The black whisky"" 10-year-old 40%";70;M. J. 1999;In der nähe von Elgin, Morayshire, IV30 8FF;0044/13 43-54 78 91;;
Mannochmore;Highlands;Speyside;United Distillers;Mannochmore 1984 40% Connoisseurs Choice;75;M. J. 1999;In der nähe von Elgin, Morayshire, IV30 8FF;0044/13 43-54 78 91;;
Millburn;Highlands;Speyside;United Distillers;Millburn 1971 40% Connoisseurs Choice;76;M.J. 1994;Millburn Road, Inverness,Inverness-shire, IV2 3QX;;;
Millburn;Highlands;Speyside;DCL/UDV Diageo;Millburn 19-year-old 58,5% Rare Malts;74;M. J. 1999;Millburn Road, Inverness,Inverness-shire, IV2 3QX;;;
Millburn;Highlands;Speyside;DCL/UDV Diageo;Millburn 1978 65,6% Gordon & MacPhail Cask Edition;74;M. J. 1999;Millburn Road, Inverness,Inverness-shire, IV2 3QX;;;
Millburn;Highlands;Speyside;DCL/UDV Diageo;Millburn 1974 40% Connoisseurs Choice;75;M. J. 1999;Millburn Road, Inverness,Inverness-shire, IV2 3QX;;;
Millburn;Highlands;Speyside;DCL/UDV Diageo;Millburn 1966 Connoisseurs Choice;76;M. J. 1999;Millburn Road, Inverness,Inverness-shire, IV2 3QX;;;
Millburn;Highlands;Speyside;DCL/UDV Diageo;Millburn 22-year-old 58,7% Signatory Silent Stills;74;M. J. 1999;Millburn Road, Inverness,Inverness-shire, IV2 3QX;;;
Miltonduff;Highlands;Speyside;Allied Distillers;Miltonduff 12-year-old 43%;76;M.J. 1994;Elgin, Morayshire, IV30 3TQ;0044/13 43-54 74 33;;
Miltonduff;Highlands;Speyside;Allied Distillers;Miltonduff 1963 40% Gordon MacPhail;76;M.J. 1994;Elgin, Morayshire, IV30 3TQ;0044/13 43-54 74 33;;
Miltonduff;Highlands;Speyside;Allied Distillers;Miltonduff 1975 40% Connoisseurs Choice;76;M.J. 1994;Elgin, Morayshire, IV30 3TQ;0044/13 43-54 74 33;;
Miltonduff;Highlands;Speyside;Allied Distillers;Miltonduff 10-year-old 40% ;75;M. J. 1999;Elgin, Morayshire, IV30 3TQ;0044/13 43-54 74 33;;
Miltonduff;Highlands;Speyside;Allied Distillers;Miltonduff 1968 40% ;78;M. J. 1999;Elgin, Morayshire, IV30 3TQ;0044/13 43-54 74 33;;
Miltonduff;Highlands;Speyside;Allied Distillers;Miltonduff 17-year-old 58,4% Signatory;74;M. J. 1999;Elgin, Morayshire, IV30 3TQ;0044/13 43-54 74 33;;
Miltonduff;Highlands;Speyside;Allied Distillers;Miltonduff 13-year-old 59,4% Cadenhead;74;M. J. 1999;Elgin, Morayshire, IV30 3TQ;0044/13 43-54 74 33;;
Mortlach;Highlands;Speyside;United Distillers;Mortlach 16-year-old 43% Flora und Fauna;81;M.J. 1994;Dufftown, Banffshire, AB55 4AQ;0044/13 13-37 73 73;;
Mortlach;Highlands;Speyside;United Distillers;Mortlach 15-year-old 43%;81;M.J. 1994;Dufftown, Banffshire, AB55 4AQ;0044/13 13-37 73 73;;
Mortlach;Highlands;Speyside;United Distillers;Mortlach 21-year-old 40% Gordon MacPhail;81;M.J. 1994;Dufftown, Banffshire, AB55 4AQ;0044/13 13-37 73 73;;
Mortlach;Highlands;Speyside;UDV (Diageo);Mortlach 1980 63,1% Cask Strength Limited Bottling;85;M. J. 1999;Dufftown, Banffshire, AB55 4AQ;0044/13 13-37 73 73;;
Mortlach;Highlands;Speyside;UDV (Diageo);Mortlach 22-year-old 65,3% Rare Malts;85;M. J. 1999;Dufftown, Banffshire, AB55 4AQ;0044/13 13-37 73 73;;
Mortlach;Highlands;Speyside;UDV (Diageo);Mortlach 15-year-old 40% Gordon & MacPhail;82;M. J. 1999;Dufftown, Banffshire, AB55 4AQ;0044/13 13-37 73 73;;
Mortlach;Highlands;Speyside;UDV (Diageo);Mortlach 1969 40% Gordon & MacPhail;83;M. J. 1999;Dufftown, Banffshire, AB55 4AQ;0044/13 13-37 73 73;;
Mortlach;Highlands;Speyside;UDV (Diageo);Mortlach 1988 43% Signatory;82;M. J. 1999;Dufftown, Banffshire, AB55 4AQ;0044/13 13-37 73 73;;
Mortlach;Highlands;Speyside;UDV (Diageo);Mortlach 1975 57,7% Signatory;82;M. J. 1999;Dufftown, Banffshire, AB55 4AQ;0044/13 13-37 73 73;;
Mortlach;Highlands;Speyside;UDV (Diageo);Mortlach 1980 59,3% Adelphi;81;M. J. 1999;Dufftown, Banffshire, AB55 4AQ;0044/13 13-37 73 73;;
North Port;Highlands;Eastern Highlands;United Distillers;North Port 1974 40% Connoisseurs Choice;66;M.J. 1994;Brechin, Angus, DD9 6BE;;;
North Port;Highlands;Eastern Highlands;DCL/UDV Diageo;North Port 19-year-old 61% Rare Malts;68;M. J. 1999;Brechin, Angus, DD9 6BE;;;
North Port;Highlands;Eastern Highlands;DCL/UDV Diageo;North Port 23-year-old 54,7% Rare Malts;67;M. J. 1999;Brechin, Angus, DD9 6BE;;;
North Port;Highlands;Eastern Highlands;DCL/UDV Diageo;North Port-Brechin 1981 40% Connoisseus Choice;66;M. J. 1999;Brechin, Angus, DD9 6BE;;;
Oban;Highlands;Western Highlands;United Distillers;Oban 12-year-old 43% ;76;M.J. 1994;Stafford Street, Oban, Argyll, PA34 5NH;0044/16 31-57 20 04;;
Oban;Highlands;Western Highlands;United Distillers;Oban 14-year-old 43% ;79;M.J. 1994;Stafford Street, Oban, Argyll, PA34 5NH;0044/16 31-57 20 04;;
Oban;Highlands;Western Highlands;UDV (Diageo);Oban 1980 Double Matured $§% Distillers Edition;80;M. J. 1999;Stafford Street, Oban, Argyll, PA34 5NH;0044/16 31-57 20 04;;
Oban;Highlands;Western Highlands;UDV (Diageo);Oban 1963 52% Cadenhead;81;M. J. 1999;Stafford Street, Oban, Argyll, PA34 5NH;0044/16 31-57 20 04;;
Oban;Highlands;Western Highlands;UDV (Diageo);Oban 21-year-old 46% Cadenhead;74;M. J. 1999;Stafford Street, Oban, Argyll, PA34 5NH;0044/16 31-57 20 04;;
Oban;Highlands;Western Highlands;UDV (Diageo);Oban 1962 40% Connoiseurs Choice;74;M. J. 1999;Stafford Street, Oban, Argyll, PA34 5NH;0044/16 31-57 20 04;;
Pittyvaich;Highlands;Speyside;United Distillers;Pittyvaich 12-year-old 43% Flora und Fauna;69;M.J. 1994;Dufftown, Banffshire, AB55 4BR;;;
Port Ellen;Islay;Südküste;United Distillers;Port Ellen 12-year-old 63,8% Cadenhead;79;M.J. 1994;Port Ellen, Isle of Islay, PA42 7AH;;;
Port Ellen;Islay;Südküste;United Distillers;Port Ellen 13-year-old 43% Masters of Malt;79;M.J. 1994;Port Ellen, Isle of Islay, PA42 7AH;;;
Port Ellen;Islay;Südküste;United Distillers;Port Ellen 1977 40% Connoisseurs Choice;80;M.J. 1994;Port Ellen, Isle of Islay, PA42 7AH;;;
Port Ellen;Islay;Südküste;United Distillers;Port Ellen 1974 56,4% Signatory;80;M.J. 1994;Port Ellen, Isle of Islay, PA42 7AH;;;
Port Ellen;Islay;Südküste;UDV (Diageo);Port Ellen 21-year-old 58,4% Anniversary Bottling;83;M. J. 1999;Port Ellen, Isle of Islay, PA42 7AH;;;
Port Ellen;Islay;Südküste;UDV (Diageo);Port Ellen 20-year-old 60,90% Rare Malts;82;M. J. 1999;Port Ellen, Isle of Islay, PA42 7AH;;;
Port Ellen;Islay;Südküste;UDV (Diageo);Port Ellen 11-year-old 64,1% Cadenhead;79;M. J. 1999;Port Ellen, Isle of Islay, PA42 7AH;;;
Port Ellen;Islay;Südküste;UDV (Diageo);Port Ellen 18-year-old 62,2% Cadenhead;79;M. J. 1999;Port Ellen, Isle of Islay, PA42 7AH;;;
