Unique ID,Indicator ID,Name,Measure,Measure Info,Geo Type Name,Geo Join ID,Geo Place Name,Time Period,Start_Date,Data Value,Message
816871,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,208,Canarsie - Flatlands,2019,01/01/2019,47,
816909,643,Annual vehicle miles traveled,Million miles,per square mile,Borough,1,Bronx,2019,01/01/2019,66,
816907,643,Annual vehicle miles traveled,Million miles,per square mile,Borough,2,Brooklyn,2019,01/01/2019,66.5,
816908,643,Annual vehicle miles traveled,Million miles,per square mile,Borough,2,Brooklyn,2010,01/01/2010,55.8,
816851,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,307,Gramercy Park - Murray Hill,2019,01/01/2019,188.2,
816849,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,308,Greenwich Village - SoHo,2019,01/01/2019,142.9,
816759,643,Annual vehicle miles traveled,Million miles,per square mile,CD,304,Bushwick (CD4),2019,01/01/2019,51.3,
816760,643,Annual vehicle miles traveled,Million miles,per square mile,CD,304,Bushwick (CD4),2010,01/01/2010,40.6,
817166,645,Annual vehicle miles traveled (trucks),Million miles,per square mile,UHF42,207,East Flatbush - Flatbush,2019,01/01/2019,1.9,
131473,651,Cardiovascular hospitalizations due to PM2.5 (age 40+),Estimated annual rate,"per 100,000 adults",UHF42,208,Canarsie - Flatlands,2009-2011,01/01/2009,18.3,
131484,651,Cardiovascular hospitalizations due to PM2.5 (age 40+),Estimated annual rate,"per 100,000 adults",UHF42,308,Greenwich Village - SoHo,2009-2011,01/01/2009,9.6,
131493,651,Cardiovascular hospitalizations due to PM2.5 (age 40+),Estimated annual rate,"per 100,000 adults",UHF42,407,Southwest Queens,2009-2011,01/01/2009,19.9,
131494,651,Cardiovascular hospitalizations due to PM2.5 (age 40+),Estimated annual rate,"per 100,000 adults",UHF42,408,Jamaica,2009-2011,01/01/2009,18.9,
741000,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,408,Jamaica,Annual Average 2021,01/01/2021,15.3,
166639,375,Nitrogen dioxide (NO2),Mean,ppb,CD,204,Highbridge and Concourse (CD4),Summer 2009,06/01/2009,26.9,
167760,375,Nitrogen dioxide (NO2),Mean,ppb,CD,204,Highbridge and Concourse (CD4),Annual Average 2013,12/01/2012,24,
165872,375,Nitrogen dioxide (NO2),Mean,ppb,CD,204,Highbridge and Concourse (CD4),Winter 2010-11,12/01/2010,32.2,
550037,375,Nitrogen dioxide (NO2),Mean,ppb,CD,204,Highbridge and Concourse (CD4),Annual Average 2017,01/01/2017,21.8,
216337,386,Ozone (O3),Mean,ppb,CD,110,Central Harlem (CD10),Summer 2014,06/01/2014,28.7,
216325,386,Ozone (O3),Mean,ppb,CD,108,Upper East Side (CD8),Summer 2014,06/01/2014,26.6,
605340,386,Ozone (O3),Mean,ppb,CD,310,Bay Ridge and Dyker Heights (CD10),Summer 2018,06/01/2018,30.1,
211770,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,211,Williamsburg - Bushwick,Annual Average 2014,12/01/2013,22.2,
605230,386,Ozone (O3),Mean,ppb,UHF42,101,Kingsbridge - Riverdale,Summer 2018,06/01/2018,29.8,
605237,386,Ozone (O3),Mean,ppb,UHF42,201,Greenpoint,Summer 2018,06/01/2018,29,
605248,386,Ozone (O3),Mean,ppb,UHF42,301,Washington Heights,Summer 2018,06/01/2018,29,
605258,386,Ozone (O3),Mean,ppb,UHF42,401,Long Island City - Astoria,Summer 2018,06/01/2018,29.7,
670893,386,Ozone (O3),Mean,ppb,CD,110,Central Harlem (CD10),Summer 2020,06/01/2020,29.6,
670881,386,Ozone (O3),Mean,ppb,CD,210,Throgs Neck and Co-op City (CD10),Summer 2020,06/01/2020,32.4,
671112,386,Ozone (O3),Mean,ppb,CD,312,Borough Park (CD12),Summer 2020,06/01/2020,29.3,
605314,386,Ozone (O3),Mean,ppb,CD,108,Upper East Side (CD8),Summer 2018,06/01/2018,26.9,
670891,386,Ozone (O3),Mean,ppb,CD,112,Washington Heights and Inwood (CD12),Summer 2020,06/01/2020,28.7,
741152,375,Nitrogen dioxide (NO2),Mean,ppb,CD,110,Central Harlem (CD10),Summer 2021,06/01/2021,14.5,
412693,375,Nitrogen dioxide (NO2),Mean,ppb,CD,112,Washington Heights and Inwood (CD12),Annual Average 2016,12/31/2015,19.4,
605358,386,Ozone (O3),Mean,ppb,CD,410,South Ozone Park and Howard Beach (CD10),Summer 2018,06/01/2018,32.4,
671094,386,Ozone (O3),Mean,ppb,CD,412,Jamaica and Hollis (CD12),Summer 2020,06/01/2020,29.5,
121679,386,Ozone (O3),Mean,ppb,CD,312,Borough Park (CD12),2-Year Summer Average 2009-2010,06/01/2009,27,
549439,386,Ozone (O3),Mean,ppb,CD,312,Borough Park (CD12),Summer 2017,06/01/2017,29.6,
222569,386,Ozone (O3),Mean,ppb,UHF42,401,Long Island City - Astoria,Summer 2009,06/01/2009,26.1,
212074,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,209,Bensonhurst - Bay Ridge,Annual Average 2014,12/01/2013,8.6,
547532,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,209,Bensonhurst - Bay Ridge,Winter 2016-17,12/01/2016,7.4,
547530,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,209,Bensonhurst - Bay Ridge,Summer 2017,06/01/2017,8.5,
176677,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,101,Kingsbridge - Riverdale,Annual Average 2013,12/01/2012,18.2,
175879,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,101,Kingsbridge - Riverdale,Summer 2009,06/01/2009,19.5,
175917,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,501,Port Richmond,Summer 2009,06/01/2009,18.2,
175371,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,501,Port Richmond,Winter 2010-11,12/01/2010,27.7,
175907,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,401,Long Island City - Astoria,Summer 2009,06/01/2009,21.9,
176705,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,401,Long Island City - Astoria,Annual Average 2013,12/01/2012,22.3,
549845,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,401,Long Island City - Astoria,Annual Average 2017,01/01/2017,21,
222573,386,Ozone (O3),Mean,ppb,UHF42,401,Long Island City - Astoria,Summer 2013,06/01/2013,30.6,
743688,386,Ozone (O3),Mean,ppb,UHF42,501,Port Richmond,Summer 2021,06/01/2021,28.6,
743698,386,Ozone (O3),Mean,ppb,UHF42,401,Long Island City - Astoria,Summer 2021,06/01/2021,29.2,
175981,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,301,Washington Heights,Summer 2011,06/01/2011,20.9,
172233,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,306308,Chelsea-Village,Summer 2013,06/01/2013,29.2,
172199,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,306308,Chelsea-Village,Summer 2012,06/01/2012,31,
211661,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,204,East New York,Summer 2014,06/01/2014,14.2,
667327,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,104,Pelham - Throgs Neck,Annual Average 2020,01/01/2020,16.2,
667477,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,306308,Chelsea-Village,Annual Average 2020,01/01/2020,23,
643530,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,306308,Chelsea-Village,Winter 2018-19,12/01/2018,28.8,
172606,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,305307,Upper East Side-Gramercy,Annual Average 2009,12/01/2008,38.5,
172674,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,305307,Upper East Side-Gramercy,Annual Average 2011,12/01/2010,35.1,
211681,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,305307,Upper East Side-Gramercy,Summer 2014,06/01/2014,27.3,
336697,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,305307,Upper East Side-Gramercy,Annual Average 2015,01/01/2015,28.3,
172607,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,306308,Chelsea-Village,Annual Average 2009,12/01/2008,38.2,
172675,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,306308,Chelsea-Village,Annual Average 2011,12/01/2010,35,
336635,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,203,Bedford Stuyvesant - Crown Heights,Summer 2015,06/01/2015,16,
650981,386,Ozone (O3),Mean,ppb,UHF34,303,East Harlem,Summer 2019,06/01/2019,27.5,
338220,386,Ozone (O3),Mean,ppb,UHF34,203,Bedford Stuyvesant - Crown Heights,Summer 2015,06/01/2015,31.2,
338241,386,Ozone (O3),Mean,ppb,UHF34,305307,Upper East Side-Gramercy,Summer 2015,06/01/2015,26.7,
338216,386,Ozone (O3),Mean,ppb,UHF34,103,Fordham - Bronx Pk,Summer 2015,06/01/2015,29.5,
650966,386,Ozone (O3),Mean,ppb,UHF34,103,Fordham - Bronx Pk,Summer 2019,06/01/2019,29.6,
172615,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,103,Fordham - Bronx Pk,Annual Average 2010,12/01/2009,22.1,
667322,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,103,Fordham - Bronx Pk,Winter 2019-20,12/01/2019,22.6,
602910,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,305307,Upper East Side-Gramercy,Summer 2018,06/01/2018,22.8,
667473,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,305307,Upper East Side-Gramercy,Summer 2020,06/01/2020,17.9,
549364,386,Ozone (O3),Mean,ppb,UHF42,410,Rockaways,Summer 2017,06/01/2017,35.2,
130409,640,Boiler Emissions- Total SO2 Emissions,Number per km2,number,UHF42,206,Borough Park,2013,01/01/2013,1.5,
130519,642,Boiler Emissions- Total NOx Emissions,Number per km2,number,UHF42,309,Union Square - Lower East Side,2013,01/01/2013,126.1,
130520,642,Boiler Emissions- Total NOx Emissions,Number per km2,number,UHF42,310,Lower Manhattan,2013,01/01/2013,118.7,
130472,641,Boiler Emissions- Total PM2.5 Emissions,Number per km2,number,UHF42,310,Lower Manhattan,2013,01/01/2013,1.7,
130450,641,Boiler Emissions- Total PM2.5 Emissions,Number per km2,number,UHF42,106,High Bridge - Morrisania,2013,01/01/2013,2.4,
130461,641,Boiler Emissions- Total PM2.5 Emissions,Number per km2,number,UHF42,210,Coney Island - Sheepshead Bay,2013,01/01/2013,0.1,
130457,641,Boiler Emissions- Total PM2.5 Emissions,Number per km2,number,UHF42,206,Borough Park,2013,01/01/2013,0.2,
130482,641,Boiler Emissions- Total PM2.5 Emissions,Number per km2,number,UHF42,410,Rockaways,2013,01/01/2013,0,
130509,642,Boiler Emissions- Total NOx Emissions,Number per km2,number,UHF42,210,Coney Island - Sheepshead Bay,2013,01/01/2013,23.7,
211784,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,306308,Chelsea-Village,Annual Average 2014,12/01/2013,30.6,
177227,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,105,Crotona -Tremont,Winter 2010-11,12/01/2010,14.7,
547381,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,105,Crotona -Tremont,Annual Average 2017,01/01/2017,8.2,
547429,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,303,East Harlem,Annual Average 2017,01/01/2017,8.1,
130437,640,Boiler Emissions- Total SO2 Emissions,Number per km2,number,UHF42,503,Willowbrook,2013,01/01/2013,0,
177883,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,403,Flushing - Clearview,Summer 2011,06/01/2011,11.2,
823548,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,408,Hillcrest and Fresh Meadows (CD8),Winter 2021-22,12/01/2021,6.5,
411109,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,406,Rego Park and Forest Hills (CD6),Annual Average 2016,12/31/2015,7.5,
605903,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,104,Clinton and Chelsea (CD4),Annual Average 2018,01/01/2018,9.1,
823215,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,104,Clinton and Chelsea (CD4),Winter 2021-22,12/01/2021,8.7,
550138,375,Nitrogen dioxide (NO2),Mean,ppb,CD,408,Hillcrest and Fresh Meadows (CD8),Summer 2017,06/01/2017,13.5,
603081,375,Nitrogen dioxide (NO2),Mean,ppb,CD,408,Hillcrest and Fresh Meadows (CD8),Summer 2018,06/01/2018,12.2,
213624,375,Nitrogen dioxide (NO2),Mean,ppb,CD,406,Rego Park and Forest Hills (CD6),Annual Average 2014,12/01/2013,20.9,
550132,375,Nitrogen dioxide (NO2),Mean,ppb,CD,406,Rego Park and Forest Hills (CD6),Summer 2017,06/01/2017,14.9,
550134,375,Nitrogen dioxide (NO2),Mean,ppb,CD,406,Rego Park and Forest Hills (CD6),Winter 2016-17,12/01/2016,25.8,
216380,386,Ozone (O3),Mean,ppb,CD,206,Belmont and East Tremont (CD6),Summer 2009,06/01/2009,23.7,
216572,386,Ozone (O3),Mean,ppb,CD,408,Hillcrest and Fresh Meadows (CD8),Summer 2009,06/01/2009,25.2,
216560,386,Ozone (O3),Mean,ppb,CD,406,Rego Park and Forest Hills (CD6),Summer 2009,06/01/2009,24.5,
166629,375,Nitrogen dioxide (NO2),Mean,ppb,CD,106,Stuyvesant Town and Turtle Bay (CD6),Summer 2009,06/01/2009,37.1,
165862,375,Nitrogen dioxide (NO2),Mean,ppb,CD,106,Stuyvesant Town and Turtle Bay (CD6),Winter 2010-11,12/01/2010,40.1,
166789,375,Nitrogen dioxide (NO2),Mean,ppb,CD,406,Rego Park and Forest Hills (CD6),Summer 2011,06/01/2011,19.6,
166730,375,Nitrogen dioxide (NO2),Mean,ppb,CD,406,Rego Park and Forest Hills (CD6),Summer 2010,06/01/2010,19.6,
166686,375,Nitrogen dioxide (NO2),Mean,ppb,CD,104,Clinton and Chelsea (CD4),Summer 2010,06/01/2010,31.3,
166745,375,Nitrogen dioxide (NO2),Mean,ppb,CD,104,Clinton and Chelsea (CD4),Summer 2011,06/01/2011,30.9,
412674,375,Nitrogen dioxide (NO2),Mean,ppb,CD,106,Stuyvesant Town and Turtle Bay (CD6),Summer 2016,06/01/2016,24.9,
216563,386,Ozone (O3),Mean,ppb,CD,406,Rego Park and Forest Hills (CD6),Summer 2012,06/01/2012,32.5,
216576,386,Ozone (O3),Mean,ppb,CD,408,Hillcrest and Fresh Meadows (CD8),Summer 2013,06/01/2013,30.4,
177809,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,503,Willowbrook,Summer 2009,06/01/2009,10.7,
547489,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,503,Willowbrook,Annual Average 2017,01/01/2017,7.1,
823266,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,303,East Harlem,Winter 2021-22,12/01/2021,7,
177843,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,405,Ridgewood - Forest Hills,Summer 2010,06/01/2010,11.7,
743600,386,Ozone (O3),Mean,ppb,CD,408,Hillcrest and Fresh Meadows (CD8),Summer 2021,06/01/2021,30.3,
216384,386,Ozone (O3),Mean,ppb,CD,206,Belmont and East Tremont (CD6),Summer 2013,06/01/2013,30.5,
605346,386,Ozone (O3),Mean,ppb,CD,316,Brownsville (CD16),Summer 2018,06/01/2018,31,
605353,386,Ozone (O3),Mean,ppb,CD,405,Ridgewood and Maspeth (CD5),Summer 2018,06/01/2018,30.9,
549408,386,Ozone (O3),Mean,ppb,CD,105,Midtown (CD5),Summer 2017,06/01/2017,21.3,
122021,386,Ozone (O3),Mean,ppb,UHF42,306,Chelsea - Clinton,2-Year Summer Average 2009-2010,06/01/2009,21.3,
175964,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,102,Northeast Bronx,Summer 2011,06/01/2011,17.2,
740896,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,102,Northeast Bronx,Winter 2020-21,12/01/2020,19.2,
175996,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,406,Fresh Meadows,Summer 2011,06/01/2011,17.6,
412527,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,406,Fresh Meadows,Summer 2016,06/01/2016,13.7,
740962,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,306,Chelsea - Clinton,Winter 2020-21,12/01/2020,26.7,
605311,386,Ozone (O3),Mean,ppb,CD,105,Midtown (CD5),Summer 2018,06/01/2018,22.9,
671101,386,Ozone (O3),Mean,ppb,CD,405,Ridgewood and Maspeth (CD5),Summer 2020,06/01/2020,30.2,
173214,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,407,Southwest Queens,Winter 2011-12,12/01/2011,8.5,
547526,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,207,East Flatbush - Flatbush,Winter 2016-17,12/01/2016,7.8,
742262,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,406,Fresh Meadows,Summer 2021,06/01/2021,7.9,
823269,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,302,Central Harlem - Morningside Heights,Winter 2021-22,12/01/2021,7.1,
175898,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,302,Central Harlem - Morningside Heights,Summer 2009,06/01/2009,28.1,
222602,386,Ozone (O3),Mean,ppb,UHF42,406,Fresh Meadows,Summer 2012,06/01/2012,33.4,
740950,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,302,Central Harlem - Morningside Heights,Winter 2020-21,12/01/2020,21.8,
121683,386,Ozone (O3),Mean,ppb,CD,316,Brownsville (CD16),2-Year Summer Average 2009-2010,06/01/2009,26.8,
177788,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,302,Central Harlem - Morningside Heights,Summer 2009,06/01/2009,11.4,
411106,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,405,Ridgewood and Maspeth (CD5),Annual Average 2016,12/31/2015,8,
169519,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,105,Midtown (CD5),Summer 2013,06/01/2013,15,
605906,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,105,Midtown (CD5),Annual Average 2018,01/01/2018,11.5,
742406,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,105,Midtown (CD5),Summer 2021,06/01/2021,10.9,
213623,375,Nitrogen dioxide (NO2),Mean,ppb,CD,405,Ridgewood and Maspeth (CD5),Annual Average 2014,12/01/2013,20.1,
603072,375,Nitrogen dioxide (NO2),Mean,ppb,CD,405,Ridgewood and Maspeth (CD5),Summer 2018,06/01/2018,13.1,
216554,386,Ozone (O3),Mean,ppb,CD,405,Ridgewood and Maspeth (CD5),Summer 2009,06/01/2009,26.1,
166628,375,Nitrogen dioxide (NO2),Mean,ppb,CD,105,Midtown (CD5),Summer 2009,06/01/2009,45,
167749,375,Nitrogen dioxide (NO2),Mean,ppb,CD,105,Midtown (CD5),Annual Average 2013,12/01/2012,38.7,
412776,375,Nitrogen dioxide (NO2),Mean,ppb,CD,316,Brownsville (CD16),Summer 2016,06/01/2016,14.2,
741241,375,Nitrogen dioxide (NO2),Mean,ppb,CD,316,Brownsville (CD16),Winter 2020-21,12/01/2020,22.9,
216558,386,Ozone (O3),Mean,ppb,CD,405,Ridgewood and Maspeth (CD5),Summer 2013,06/01/2013,31.1,
216557,386,Ozone (O3),Mean,ppb,CD,405,Ridgewood and Maspeth (CD5),Summer 2012,06/01/2012,33.7,
216306,386,Ozone (O3),Mean,ppb,CD,105,Midtown (CD5),Summer 2013,06/01/2013,20.7,
122151,386,Ozone (O3),Mean,ppb,UHF34,305307,Upper East Side-Gramercy,2-Year Summer Average 2009-2010,06/01/2009,21.2,
122126,386,Ozone (O3),Mean,ppb,UHF34,103,Fordham - Bronx Pk,2-Year Summer Average 2009-2010,06/01/2009,27.5,
122131,386,Ozone (O3),Mean,ppb,UHF34,204,East New York,2-Year Summer Average 2009-2010,06/01/2009,28,
549376,386,Ozone (O3),Mean,ppb,UHF34,204,East New York,Summer 2017,06/01/2017,30.9,
605279,386,Ozone (O3),Mean,ppb,UHF34,204,East New York,Summer 2018,06/01/2018,31.7,
605300,386,Ozone (O3),Mean,ppb,UHF34,306308,Chelsea-Village,Summer 2018,06/01/2018,25.3,
549397,386,Ozone (O3),Mean,ppb,UHF34,306308,Chelsea-Village,Summer 2017,06/01/2017,24,
670909,386,Ozone (O3),Mean,ppb,UHF34,306308,Chelsea-Village,Summer 2020,06/01/2020,28.1,
605278,386,Ozone (O3),Mean,ppb,UHF34,203,Bedford Stuyvesant - Crown Heights,Summer 2018,06/01/2018,30.2,
670931,386,Ozone (O3),Mean,ppb,UHF34,203,Bedford Stuyvesant - Crown Heights,Summer 2020,06/01/2020,29.2,
602969,375,Nitrogen dioxide (NO2),Mean,ppb,CD,201,Mott Haven and Melrose (CD1),Annual Average 2018,01/01/2018,21.2,
130481,641,Boiler Emissions- Total PM2.5 Emissions,Number per km2,number,UHF42,409,Southeast Queens,2013,01/01/2013,0,
130460,641,Boiler Emissions- Total PM2.5 Emissions,Number per km2,number,UHF42,209,Bensonhurst - Bay Ridge,2013,01/01/2013,0.2,
742470,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,302,Fort Greene and Brooklyn Heights (CD2),Annual Average 2021,01/01/2021,7.1,
168569,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,502,South Beach and Willowbrook (CD2),Winter 2010-11,12/01/2010,11.7,
169336,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,502,South Beach and Willowbrook (CD2),Summer 2009,06/01/2009,10.6,
170457,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,502,South Beach and Willowbrook (CD2),Annual Average 2013,12/01/2012,8.1,
547771,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,502,South Beach and Willowbrook (CD2),Annual Average 2017,01/01/2017,6.9,
742566,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,502,South Beach and Willowbrook (CD2),Annual Average 2021,01/01/2021,6.2,
334311,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,401,Long Island City and Astoria (CD1),Winter 2014-15,12/01/2014,9.7,
742521,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,401,Long Island City and Astoria (CD1),Annual Average 2021,01/01/2021,6.8,
222493,386,Ozone (O3),Mean,ppb,UHF42,209,Bensonhurst - Bay Ridge,Summer 2011,06/01/2011,33.9,
222564,386,Ozone (O3),Mean,ppb,UHF42,310,Lower Manhattan,Summer 2010,06/01/2010,26.9,
412827,375,Nitrogen dioxide (NO2),Mean,ppb,CD,501,St. George and Stapleton (CD1),Summer 2016,06/01/2016,13.1,
151746,645,Annual vehicle miles traveled (trucks),Million miles,per square mile,UHF42,310,Lower Manhattan,2005,01/01/2005,4.2,
151755,645,Annual vehicle miles traveled (trucks),Million miles,per square mile,UHF42,409,Southeast Queens,2005,01/01/2005,1.4,
151756,645,Annual vehicle miles traveled (trucks),Million miles,per square mile,UHF42,410,Rockaways,2005,01/01/2005,0.5,
154484,645,Annual vehicle miles traveled (trucks),Million miles,per square mile,CD,401,Long Island City and Astoria (CD1),2005,01/01/2005,1.6,
154466,645,Annual vehicle miles traveled (trucks),Million miles,per square mile,CD,301,Greenpoint and Williamsburg (CD1),2005,01/01/2005,3.6,
817338,645,Annual vehicle miles traveled (trucks),Million miles,per square mile,CD,501,St. George and Stapleton (CD1),2019,01/01/2019,2,
817337,645,Annual vehicle miles traveled (trucks),Million miles,per square mile,CD,501,St. George and Stapleton (CD1),2010,01/01/2010,1.3,
338246,386,Ozone (O3),Mean,ppb,UHF34,503504,Southern SI,Summer 2015,06/01/2015,33.2,
650996,386,Ozone (O3),Mean,ppb,UHF34,503504,Southern SI,Summer 2019,06/01/2019,29.6,
549331,386,Ozone (O3),Mean,ppb,UHF42,105,Crotona -Tremont,Summer 2017,06/01/2017,27.8,
549347,386,Ozone (O3),Mean,ppb,UHF42,303,East Harlem,Summer 2017,06/01/2017,26.9,
605250,386,Ozone (O3),Mean,ppb,UHF42,303,East Harlem,Summer 2018,06/01/2018,28.8,
122038,386,Ozone (O3),Mean,ppb,UHF42,503,Willowbrook,2-Year Summer Average 2009-2010,06/01/2009,30.3,
605260,386,Ozone (O3),Mean,ppb,UHF42,403,Flushing - Clearview,Summer 2018,06/01/2018,31.3,
549359,386,Ozone (O3),Mean,ppb,UHF42,405,Ridgewood - Forest Hills,Summer 2017,06/01/2017,30.1,
549367,386,Ozone (O3),Mean,ppb,UHF42,503,Willowbrook,Summer 2017,06/01/2017,28,
175415,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,503,Willowbrook,Winter 2011-12,12/01/2011,18.7,
667299,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,503,Willowbrook,Summer 2020,06/01/2020,7.8,
175407,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,405,Ridgewood - Forest Hills,Winter 2011-12,12/01/2011,24.5,
130454,641,Boiler Emissions- Total PM2.5 Emissions,Number per km2,number,UHF42,203,Bedford Stuyvesant - Crown Heights,2013,01/01/2013,0.1,
130523,642,Boiler Emissions- Total NOx Emissions,Number per km2,number,UHF42,403,Flushing - Clearview,2013,01/01/2013,18.7,
130467,641,Boiler Emissions- Total PM2.5 Emissions,Number per km2,number,UHF42,305,Upper East Side,2013,01/01/2013,10.8,
130513,642,Boiler Emissions- Total NOx Emissions,Number per km2,number,UHF42,303,East Harlem,2013,01/01/2013,55.8,
130465,641,Boiler Emissions- Total PM2.5 Emissions,Number per km2,number,UHF42,303,East Harlem,2013,01/01/2013,1.3,
130502,642,Boiler Emissions- Total NOx Emissions,Number per km2,number,UHF42,203,Bedford Stuyvesant - Crown Heights,2013,01/01/2013,31.7,
602799,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,405,Ridgewood - Forest Hills,Summer 2018,06/01/2018,12.5,
171591,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,503504,Southern SI,Winter 2008-09,12/01/2008,20.5,
602942,375,Nitrogen dioxide (NO2),Mean,ppb,CD,104,Clinton and Chelsea (CD4),Annual Average 2018,01/01/2018,25.7,
166806,375,Nitrogen dioxide (NO2),Mean,ppb,CD,106,Stuyvesant Town and Turtle Bay (CD6),Summer 2012,06/01/2012,33.1,
130515,642,Boiler Emissions- Total NOx Emissions,Number per km2,number,UHF42,305,Upper East Side,2013,01/01/2013,269.8,
130449,641,Boiler Emissions- Total PM2.5 Emissions,Number per km2,number,UHF42,105,Crotona -Tremont,2013,01/01/2013,2,
130504,642,Boiler Emissions- Total NOx Emissions,Number per km2,number,UHF42,205,Sunset Park,2013,01/01/2013,13.4,
169282,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,104,Clinton and Chelsea (CD4),Summer 2009,06/01/2009,13.3,
547747,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,408,Hillcrest and Fresh Meadows (CD8),Annual Average 2017,01/01/2017,7.1,
169400,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,104,Clinton and Chelsea (CD4),Summer 2011,06/01/2011,13.5,
411108,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,406,Rego Park and Forest Hills (CD6),Summer 2016,06/01/2016,8.1,
166865,375,Nitrogen dioxide (NO2),Mean,ppb,CD,106,Stuyvesant Town and Turtle Bay (CD6),Summer 2013,06/01/2013,30.8,
175384,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,203,Bedford Stuyvesant - Crown Heights,Winter 2011-12,12/01/2011,26,
549789,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,203,Bedford Stuyvesant - Crown Heights,Winter 2016-17,12/01/2016,26.2,
212546,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,105,Crotona -Tremont,Annual Average 2014,12/01/2013,21.9,
