DATAFLOW,LAST UPDATE,freq,age,n_lang,unit,isced11,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,2 languages,Percentage,Tertiary education (levels 5-8),Finland,2022,33.3,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,2 languages,Percentage,Tertiary education (levels 5-8),France,2007,34.0,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,2 languages,Percentage,Tertiary education (levels 5-8),France,2011,31.8,b
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,2 languages,Percentage,Tertiary education (levels 5-8),France,2016,32.9,b
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,2 languages,Percentage,Tertiary education (levels 5-8),France,2022,39.4,b
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,2 languages,Percentage,Tertiary education (levels 5-8),Croatia,2007,38.6,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,2 languages,Percentage,Tertiary education (levels 5-8),Croatia,2016,39.2,b
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,2 languages,Percentage,Tertiary education (levels 5-8),Croatia,2022,35.9,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,2 languages,Percentage,Tertiary education (levels 5-8),Hungary,2007,24.6,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,2 languages,Percentage,Tertiary education (levels 5-8),Hungary,2011,26.5,b
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,2 languages,Percentage,Tertiary education (levels 5-8),Hungary,2016,28.6,b
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,2 languages,Percentage,Tertiary education (levels 5-8),Hungary,2022,28.5,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,2 languages,Percentage,Tertiary education (levels 5-8),Ireland,2011,9.5,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,2 languages,Percentage,Tertiary education (levels 5-8),Ireland,2016,22.6,b
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,2 languages,Percentage,Tertiary education (levels 5-8),Ireland,2022,26.3,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,2 languages,Percentage,Tertiary education (levels 5-8),Iceland,2022,29.6,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,2 languages,Percentage,Tertiary education (levels 5-8),Italy,2007,38.3,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,2 languages,Percentage,Tertiary education (levels 5-8),Italy,2011,29.5,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,2 languages,Percentage,Tertiary education (levels 5-8),Italy,2016,30.2,b
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,2 languages,Percentage,Tertiary education (levels 5-8),Italy,2022,34.2,b
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,2 languages,Percentage,Tertiary education (levels 5-8),Lithuania,2007,53.2,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,2 languages,Percentage,Tertiary education (levels 5-8),Lithuania,2011,62.0,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,2 languages,Percentage,Tertiary education (levels 5-8),Lithuania,2016,49.0,b
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,2 languages,Percentage,Tertiary education (levels 5-8),Lithuania,2022,55.4,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,2 languages,Percentage,Tertiary education (levels 5-8),Luxembourg,2011,18.6,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,2 languages,Percentage,Tertiary education (levels 5-8),Luxembourg,2016,26.6,b
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,2 languages,Percentage,Tertiary education (levels 5-8),Luxembourg,2022,22.7,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,2 languages,Percentage,Tertiary education (levels 5-8),Latvia,2007,59.8,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,2 languages,Percentage,Tertiary education (levels 5-8),Latvia,2011,61.4,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,2 languages,Percentage,Tertiary education (levels 5-8),Latvia,2016,61.8,b
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,2 languages,Percentage,Tertiary education (levels 5-8),Latvia,2022,60.8,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,2 languages,Percentage,Tertiary education (levels 5-8),North Macedonia,2016,31.2,b
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,2 languages,Percentage,Tertiary education (levels 5-8),Malta,2007,33.5,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,2 languages,Percentage,Tertiary education (levels 5-8),Malta,2011,45.0,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,2 languages,Percentage,Tertiary education (levels 5-8),Malta,2016,35.7,b
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,2 languages,Percentage,Tertiary education (levels 5-8),Malta,2022,31.1,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,2 languages,Percentage,Tertiary education (levels 5-8),Netherlands,2011,36.3,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,2 languages,Percentage,Tertiary education (levels 5-8),Netherlands,2016,36.0,b
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,2 languages,Percentage,Tertiary education (levels 5-8),Netherlands,2022,30.2,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,2 languages,Percentage,Tertiary education (levels 5-8),Norway,2007,30.7,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,2 languages,Percentage,Tertiary education (levels 5-8),Norway,2011,28.2,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,2 languages,Percentage,Tertiary education (levels 5-8),Norway,2016,21.1,b
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,2 languages,Percentage,Tertiary education (levels 5-8),Norway,2022,13.3,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,2 languages,Percentage,Tertiary education (levels 5-8),Poland,2007,45.9,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,2 languages,Percentage,Tertiary education (levels 5-8),Poland,2011,40.0,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,2 languages,Percentage,Tertiary education (levels 5-8),Poland,2016,35.3,b
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,2 languages,Percentage,Tertiary education (levels 5-8),Poland,2022,29.7,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,2 languages,Percentage,Tertiary education (levels 5-8),Portugal,2007,40.4,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,2 languages,Percentage,Tertiary education (levels 5-8),Portugal,2011,39.3,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,2 languages,Percentage,Tertiary education (levels 5-8),Portugal,2016,38.4,b
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,2 languages,Percentage,Tertiary education (levels 5-8),Portugal,2022,34.8,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,2 languages,Percentage,Tertiary education (levels 5-8),Romania,2007,32.7,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,2 languages,Percentage,Tertiary education (levels 5-8),Romania,2016,32.3,b
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,2 languages,Percentage,Tertiary education (levels 5-8),Romania,2022,34.3,b
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,2 languages,Percentage,Tertiary education (levels 5-8),Serbia,2011,26.7,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,2 languages,Percentage,Tertiary education (levels 5-8),Serbia,2016,25.4,b
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,2 languages,Percentage,Tertiary education (levels 5-8),Serbia,2022,33.0,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,2 languages,Percentage,Tertiary education (levels 5-8),Sweden,2007,36.2,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,2 languages,Percentage,Tertiary education (levels 5-8),Sweden,2011,31.5,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,2 languages,Percentage,Tertiary education (levels 5-8),Sweden,2016,37.2,b
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,2 languages,Percentage,Tertiary education (levels 5-8),Sweden,2022,40.1,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,2 languages,Percentage,Tertiary education (levels 5-8),Slovenia,2007,32.3,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,2 languages,Percentage,Tertiary education (levels 5-8),Slovenia,2011,24.0,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,2 languages,Percentage,Tertiary education (levels 5-8),Slovenia,2016,24.9,b
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,2 languages,Percentage,Tertiary education (levels 5-8),Slovenia,2022,21.2,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,2 languages,Percentage,Tertiary education (levels 5-8),Slovakia,2007,31.8,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,2 languages,Percentage,Tertiary education (levels 5-8),Slovakia,2011,38.7,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,2 languages,Percentage,Tertiary education (levels 5-8),Slovakia,2016,32.6,b
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,2 languages,Percentage,Tertiary education (levels 5-8),Slovakia,2022,40.5,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,2 languages,Percentage,Tertiary education (levels 5-8),Türkiye,2007,10.4,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,2 languages,Percentage,Tertiary education (levels 5-8),Türkiye,2011,8.6,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,2 languages,Percentage,Tertiary education (levels 5-8),Türkiye,2022,12.0,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,2 languages,Percentage,Tertiary education (levels 5-8),United Kingdom,2016,13.6,b
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,2 languages,Percentage,All ISCED 2011 levels,Albania,2016,10.9,b
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,2 languages,Percentage,All ISCED 2011 levels,Austria,2007,20.2,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,2 languages,Percentage,All ISCED 2011 levels,Austria,2011,18.9,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,2 languages,Percentage,All ISCED 2011 levels,Austria,2016,23.3,b
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,2 languages,Percentage,All ISCED 2011 levels,Austria,2022,24.6,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,2 languages,Percentage,All ISCED 2011 levels,Bosnia and Herzegovina,2016,7.5,b
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,2 languages,Percentage,All ISCED 2011 levels,Belgium,2007,26.1,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,2 languages,Percentage,All ISCED 2011 levels,Belgium,2011,23.5,b
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,2 languages,Percentage,All ISCED 2011 levels,Belgium,2016,33.5,b
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,2 languages,Percentage,All ISCED 2011 levels,Belgium,2022,29.5,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,2 languages,Percentage,All ISCED 2011 levels,Bulgaria,2007,21.2,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,2 languages,Percentage,All ISCED 2011 levels,Bulgaria,2011,11.7,b
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,2 languages,Percentage,All ISCED 2011 levels,Bulgaria,2016,13.7,b
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,2 languages,Percentage,All ISCED 2011 levels,Bulgaria,2022,11.2,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,2 languages,Percentage,All ISCED 2011 levels,Switzerland,2011,34.2,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,2 languages,Percentage,All ISCED 2011 levels,Switzerland,2016,35.5,b
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,2 languages,Percentage,All ISCED 2011 levels,Cyprus,2007,17.9,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,2 languages,Percentage,All ISCED 2011 levels,Cyprus,2011,19.2,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,2 languages,Percentage,All ISCED 2011 levels,Cyprus,2016,20.3,b
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,2 languages,Percentage,All ISCED 2011 levels,Cyprus,2022,21.2,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,2 languages,Percentage,All ISCED 2011 levels,Czechia,2007,24.7,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,2 languages,Percentage,All ISCED 2011 levels,Czechia,2011,22.4,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,2 languages,Percentage,All ISCED 2011 levels,Czechia,2016,26.9,b
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,2 languages,Percentage,All ISCED 2011 levels,Czechia,2022,24.5,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,2 languages,Percentage,All ISCED 2011 levels,Germany,2007,21.5,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,2 languages,Percentage,All ISCED 2011 levels,Germany,2011,26.3,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,2 languages,Percentage,All ISCED 2011 levels,Germany,2016,26.6,b
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,2 languages,Percentage,All ISCED 2011 levels,Germany,2022,29.8,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,2 languages,Percentage,All ISCED 2011 levels,Denmark,2007,38.5,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,2 languages,Percentage,All ISCED 2011 levels,Denmark,2011,43.1,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,2 languages,Percentage,All ISCED 2011 levels,Denmark,2016,41.2,b
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,2 languages,Percentage,All ISCED 2011 levels,Denmark,2022,33.0,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,2 languages,Percentage,All ISCED 2011 levels,Euro area – 20 countries (from 2023),2007,20.2,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,2 languages,Percentage,All ISCED 2011 levels,Euro area – 20 countries (from 2023),2011,21.2,b
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,2 languages,Percentage,All ISCED 2011 levels,Euro area – 20 countries (from 2023),2016,23.1,b
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,2 languages,Percentage,All ISCED 2011 levels,Euro area – 20 countries (from 2023),2022,26.0,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,2 languages,Percentage,All ISCED 2011 levels,Estonia,2007,35.3,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,2 languages,Percentage,All ISCED 2011 levels,Estonia,2011,35.1,d
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,2 languages,Percentage,All ISCED 2011 levels,Estonia,2016,39.1,b
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,2 languages,Percentage,All ISCED 2011 levels,Estonia,2022,43.2,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,2 languages,Percentage,All ISCED 2011 levels,Greece,2007,9.9,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,2 languages,Percentage,All ISCED 2011 levels,Greece,2011,12.2,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,2 languages,Percentage,All ISCED 2011 levels,Greece,2016,15.3,b
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,2 languages,Percentage,All ISCED 2011 levels,Greece,2022,13.1,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,2 languages,Percentage,All ISCED 2011 levels,Spain,2007,13.6,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,2 languages,Percentage,All ISCED 2011 levels,Spain,2011,12.6,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,2 languages,Percentage,All ISCED 2011 levels,Spain,2016,14.3,b
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,2 languages,Percentage,All ISCED 2011 levels,Spain,2022,15.8,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,2 languages,Percentage,All ISCED 2011 levels,European Union - 27 countries (from 2020),2007,19.9,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,2 languages,Percentage,All ISCED 2011 levels,European Union - 27 countries (from 2020),2011,21.0,b
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,2 languages,Percentage,All ISCED 2011 levels,European Union - 27 countries (from 2020),2016,22.2,b
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,2 languages,Percentage,All ISCED 2011 levels,European Union - 27 countries (from 2020),2022,24.7,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,2 languages,Percentage,All ISCED 2011 levels,Finland,2007,29.9,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,2 languages,Percentage,All ISCED 2011 levels,Finland,2011,29.5,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,2 languages,Percentage,All ISCED 2011 levels,Finland,2016,31.6,b
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,2 languages,Percentage,All ISCED 2011 levels,Finland,2022,33.5,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,2 languages,Percentage,All ISCED 2011 levels,France,2007,18.4,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,2 languages,Percentage,All ISCED 2011 levels,France,2011,19.2,b
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,2 languages,Percentage,All ISCED 2011 levels,France,2016,20.1,b
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,2 languages,Percentage,All ISCED 2011 levels,France,2022,29.8,b
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,2 languages,Percentage,All ISCED 2011 levels,Croatia,2007,21.3,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,2 languages,Percentage,All ISCED 2011 levels,Croatia,2016,21.8,b
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,2 languages,Percentage,All ISCED 2011 levels,Croatia,2022,23.2,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,2 languages,Percentage,All ISCED 2011 levels,Hungary,2007,6.3,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,2 languages,Percentage,All ISCED 2011 levels,Hungary,2011,9.2,b
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,2 languages,Percentage,All ISCED 2011 levels,Hungary,2016,11.1,b
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,2 languages,Percentage,All ISCED 2011 levels,Hungary,2022,14.2,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,2 languages,Percentage,All ISCED 2011 levels,Ireland,2011,5.2,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,2 languages,Percentage,All ISCED 2011 levels,Ireland,2016,15.4,b
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,2 languages,Percentage,All ISCED 2011 levels,Ireland,2022,21.0,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,2 languages,Percentage,All ISCED 2011 levels,Iceland,2022,29.3,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,2 languages,Percentage,All ISCED 2011 levels,Italy,2007,20.9,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,2 languages,Percentage,All ISCED 2011 levels,Italy,2011,16.6,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,2 languages,Percentage,All ISCED 2011 levels,Italy,2016,20.1,b
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,2 languages,Percentage,All ISCED 2011 levels,Italy,2022,22.8,b
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,2 languages,Percentage,All ISCED 2011 levels,Lithuania,2007,45.8,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,2 languages,Percentage,All ISCED 2011 levels,Lithuania,2011,44.7,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,2 languages,Percentage,All ISCED 2011 levels,Lithuania,2016,39.0,b
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,2 languages,Percentage,All ISCED 2011 levels,Lithuania,2022,47.7,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,2 languages,Percentage,All ISCED 2011 levels,Luxembourg,2011,22.0,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,2 languages,Percentage,All ISCED 2011 levels,Luxembourg,2016,27.1,b
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,2 languages,Percentage,All ISCED 2011 levels,Luxembourg,2022,23.1,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,2 languages,Percentage,All ISCED 2011 levels,Latvia,2007,42.9,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,2 languages,Percentage,All ISCED 2011 levels,Latvia,2011,46.1,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,2 languages,Percentage,All ISCED 2011 levels,Latvia,2016,49.3,b
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,2 languages,Percentage,All ISCED 2011 levels,Latvia,2022,52.6,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,2 languages,Percentage,All ISCED 2011 levels,North Macedonia,2016,20.0,b
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,2 languages,Percentage,All ISCED 2011 levels,Malta,2007,42.8,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,2 languages,Percentage,All ISCED 2011 levels,Malta,2011,45.7,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,2 languages,Percentage,All ISCED 2011 levels,Malta,2016,43.2,b
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,2 languages,Percentage,All ISCED 2011 levels,Malta,2022,24.5,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,2 languages,Percentage,All ISCED 2011 levels,Netherlands,2011,37.1,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 25 to 64 years,2 languages,Percentage,All ISCED 2011 levels,Netherlands,2016,37.1,b
