Item,Condition,Expectancy,Particle,Context,Start sentence,R-Expression,Particle used,Original particle,unexpected  and unfair,list,generation,model,temperature,seed
33,5,medium,EW,"Benny arbeitet im Gartencenter. Er hat viel Freude daran, Kunden zu helfen, geeignete Pflanzen für deren Wohnung zu finden. Heute kam eine Stammkundin vorbei und hat wegen ihrer Katze nach der Giftigkeit einer Monstera nachgefragt. ",Ausgerechnet diese Pflanze,diese Pflanze ,ausgerechnet,ausgerechnet,unexpected,1,"ist für Katzen zwar nicht giftig, kann aber bei Verzehr zu unangenehmen Magen-Darm-Beschwerden führen. Daher ist es ratsam, die Pflanze außer Reichweite der Katze aufzustellen.",gpt-3.5-turbo-16k,1.0,1
33,6,medium,OH,"Benny arbeitet im Gartencenter. Er hat viel Freude daran, Kunden zu helfen, geeignete Pflanzen für deren Wohnung zu finden. Heute kam eine Stammkundin vorbei und hat wegen ihrer Katze nach der Giftigkeit einer Monstera nachgefragt. ",Diese Pflanze,diese Pflanze ,ohne,ohne,unexpected,2,"ist nicht giftig für Katzen, aber es ist trotzdem wichtig, dass die Katze nicht zu viel davon frisst, da sie Magenprobleme bekommen könnte.",gpt-3.5-turbo-16k,1.0,1
34,1,high,RA,"Frida ist eine hoch angesehene Influencerin und Celebrity. Sie hat über 10 Millionen Follower und postet täglich über ihren Tagesablauf. Zudem macht sie Werbeposts gegen Bezahlung. Heute macht sie Werbung für Tabletten, die das Abnehmen fördern sollen. ",Auch diese Tabletten,diese Tabletten,auch ,auch,unexpected and unfair,4,"sind voller fragwürdiger Inhaltsstoffe und versprechen unrealistische Ergebnisse, die oft auf Kosten der Gesundheit gehen.",gpt-3.5-turbo-16k,1.0,1
34,2,high,EW,"Frida ist eine hoch angesehene Influencerin und Celebrity. Sie hat über 10 Millionen Follower und postet täglich über ihren Tagesablauf. Zudem macht sie Werbeposts gegen Bezahlung. Heute macht sie Werbung für Tabletten, die das Abnehmen fördern sollen. ",Ausgerechnet diese Tabletten,diese Tabletten,ausgerechnet,ausgerechnet,unexpected and unfair,5,enthalten jedoch fragwürdige Inhaltsstoffe und versprechen unrealistische Ergebnisse.,gpt-3.5-turbo-16k,1.0,1
34,3,high,OH,"Frida ist eine hoch angesehene Influencerin und Celebrity. Sie hat über 10 Millionen Follower und postet täglich über ihren Tagesablauf. Zudem macht sie Werbeposts gegen Bezahlung. Heute macht sie Werbung für Tabletten, die das Abnehmen fördern sollen. ",Diese Tabletten ,diese Tabletten,ohne,ohne,unexpected and unfair,6,versprechen schnelle Erfolge und einen schlanken Körper innerhalb weniger Wochen. Frida schwärmt in ihrem Post von der einfachen Anwendung und den angeblich wirkungsvollen Inhaltsstoffen.,gpt-3.5-turbo-16k,1.0,1
34,4,medium,RA,"Frida ist eine Influencerin. Sie hat über 400.000 Follower und postet täglich über ihren Tagesablauf. Um über die Runden zu kommen, macht sie Werbeposts gegen Bezahlung. Heute macht sie Werbung für Tabletten, die das Abnehmen fördern sollen. ",Auch diese Tabletten,diese Tabletten,auch,auch,unexpected and unfair,1,"sind nur ein Marketing-Trick und bergen Risiken für die Gesundheit, die oft verschwiegen werden.",gpt-3.5-turbo-16k,1.0,1
34,5,medium,EW,"Frida ist eine Influencerin. Sie hat über 400.000 Follower und postet täglich über ihren Tagesablauf. Um über die Runden zu kommen, macht sie Werbeposts gegen Bezahlung. Heute macht sie Werbung für Tabletten, die das Abnehmen fördern sollen. ",Ausgerechnet diese Tabletten,diese Tabletten,ausgerechnet,ausgerechnet,unexpected and unfair,2,"Ausgerechnet diese Tabletten, die Frida jetzt bewirbt, sind in der Influencer-Community umstritten, da sie fragwürdige Versprechungen machen und potenziell gesundheitsschädlich sein könnten.",gpt-3.5-turbo-16k,1.0,1
34,6,medium,OH,"Frida ist eine Influencerin. Sie hat über 400.000 Follower und postet täglich über ihren Tagesablauf. Um über die Runden zu kommen, macht sie Werbeposts gegen Bezahlung. Heute macht sie Werbung für Tabletten, die das Abnehmen fördern sollen. ",Diese Tabletten ,diese Tabletten,ohne,ohne,unexpected and unfair,3,"versprechen einen schnellen Gewichtsverlust, aber Frida warnt ihre Follower davor, dass es immer wichtig ist, gesund zu bleiben und keine risikoreichen Produkte ohne ärztliche Rücksprache einzunehmen.",gpt-3.5-turbo-16k,1.0,1
35,1,high,RA,"Der britische Podcast My Dad Wrote a Porno ist bekannt für seine offene sexuelle Einstellung und verbreitet Informationen über verschiedene sexuelle Orientierungen, dies alles mit ganz viel Humor. Zusammen mit zwei Freunden liest Jamie jede Woche ein Kapitel des erotischen Buches seines Vaters vor und kritisiert diesen. ",Nur dieser Podcast,diese Podcast,nur,nur,unexpected,5,"ist ein einzigartiges und humorvolles Format, das auf unterhaltsame Weise das Thema Sexualität und unterschiedliche sexuelle Orientierungen behandelt.",gpt-3.5-turbo-16k,1.0,1
35,2,high,EW,"Der britische Podcast My Dad Wrote a Porno ist bekannt für seine offene sexuelle Einstellung und verbreitet Informationen über verschiedene sexuelle Orientierungen, dies alles mit ganz viel Humor. Zusammen mit zwei Freunden liest Jamie jede Woche ein Kapitel des erotischen Buches seines Vaters vor und kritisiert diesen. ",Gerade dieser Podcast,diese Podcast,gerade,gerade,unexpected,6,"Gerade dieser Podcast schafft es, durch seinen offenen Umgang mit Sexualität und Humor, ein Tabuthema auf unterhaltsame Weise zu behandeln und gleichzeitig zu informieren.",gpt-3.5-turbo-16k,1.0,1
35,3,high,OH,"Der britische Podcast My Dad Wrote a Porno ist bekannt für seine offene sexuelle Einstellung und verbreitet Informationen über verschiedene sexuelle Orientierungen, dies alles mit ganz viel Humor. Zusammen mit zwei Freunden liest Jamie jede Woche ein Kapitel des erotischen Buches seines Vaters vor und kritisiert diesen. ",Dieser Podcast,diese Podcast,ohne,ohne,unexpected,1,bricht Tabus und sorgt gleichzeitig für viele Lacher und unterhaltsame Diskussionen über Sex und Sexualität.,gpt-3.5-turbo-16k,1.0,1
35,4,medium,RA,Der britische Podcast My Dad Wrote a Porno ist international bekannt geworden. Zusammen mit zwei Freunden liest Jamie jede Woche ein Kapitel des erotischen Buches seines Vaters vor und kritisiert diesen. ,Nur dieser Podcast,diese Podcast,nur,nur,unexpected,2,"hat es geschafft, auf unterhaltsame Weise peinliche und absurde Passagen aus dem Buch zu präsentieren und dadurch eine riesige Fangemeinde aufzubauen.",gpt-3.5-turbo-16k,1.0,1
35,5,medium,EW,Der britische Podcast My Dad Wrote a Porno ist international bekannt geworden. Zusammen mit zwei Freunden liest Jamie jede Woche ein Kapitel des erotischen Buches seines Vaters vor und kritisiert diesen. ,Gerade dieser Podcast,diese Podcast,gerade,gerade,unexpected,3,"zeigt auf humorvolle Weise, wie kreativ und unterhaltsam man mit ungewöhnlichen Ideen und Themen sein kann.",gpt-3.5-turbo-16k,1.0,1
35,6,medium,OH,Der britische Podcast My Dad Wrote a Porno ist international bekannt geworden. Zusammen mit zwei Freunden liest Jamie jede Woche ein Kapitel des erotischen Buches seines Vaters vor und kritisiert diesen. ,Dieser Podcast,diese Podcast,ohne,ohne,unexpected,4,"ist ein lustiger und unterhaltsamer Beweis dafür, dass kreative Ideen und Humor überall auf der Welt geschätzt werden können.",gpt-3.5-turbo-16k,1.0,1
36,1,high,RA,Klaus ist über 40 Jahre mit seiner Frau Ida verheiratet und plant einen Wochenendsausflug für deren Jubiläum. Er liebt seine Frau über alles und kann den Ausflug kaum erwarten. ,Auch an diesem Wochenende ,an diesem Wochenende ,auch,auch,unexpected,6,machten Klaus und Ida neue Erinnerungen und genossen jede Minute miteinander.,gpt-3.5-turbo-16k,1.0,1
36,2,high,EW,Klaus ist über 40 Jahre mit seiner Frau Ida verheiratet und plant einen Wochenendsausflug für deren Jubiläum. Er liebt seine Frau über alles und kann den Ausflug kaum erwarten. ,Gerade an diesem Wochenende ,an diesem Wochenende ,gerade,gerade,unexpected,1,"möchte er Ida mit einem romantischen Picknick überraschen, um ihr für die vergangenen 40 Jahre zu danken und ihre Liebe zu feiern.",gpt-3.5-turbo-16k,1.0,1
36,3,high,OH,Klaus ist über 40 Jahre mit seiner Frau Ida verheiratet und plant einen Wochenendsausflug für deren Jubiläum. Er liebt seine Frau über alles und kann den Ausflug kaum erwarten. ,An diesem Wochenende ,an diesem Wochenende ,ohne,ohne,unexpected,2,"möchte er mit ihr einen romantischen Kurzurlaub in einem gemütlichen Landhotel verbringen, um sich gemeinsam an all die schönen Momente ihrer Ehe zu erinnern und die Zeit zu genießen.",gpt-3.5-turbo-16k,1.0,1
36,4,medium,RA,Klaus und Frida sind schon länger zusammen und planen kommendes Wochenende einen Ausflug. Sie werden zusammen für drei Tage nach Paris fliegen. ,Auch an diesem Wochenende ,an diesem Wochenende ,auch,auch,unexpected,3,"freuen sich Klaus und Frida auf romantische Spaziergänge entlang der Seine, den Besuch des Eiffelturms und gemütliche Abende in kleinen französischen Cafés.",gpt-3.5-turbo-16k,1.0,1
36,5,medium,EW,Klaus und Frida sind schon länger zusammen und planen kommendes Wochenende einen Ausflug. Sie werden zusammen für drei Tage nach Paris fliegen. ,Gerade an diesem Wochenende ,an diesem Wochenende ,gerade,gerade,unexpected,4,"werden Klaus und Frida die romantischen Straßen von Paris erkunden, die berühmten Sehenswürdigkeiten besichtigen und in gemütlichen Cafés französische Croissants und Café au Lait genießen.",gpt-3.5-turbo-16k,1.0,1
36,6,medium,OH,Klaus und Frida sind schon länger zusammen und planen kommendes Wochenende einen Ausflug. Sie werden zusammen für drei Tage nach Paris fliegen. ,An diesem Wochenende ,an diesem Wochenende ,ohne,ohne,unexpected,5,"werden Klaus und Frida die romantischen Straßen von Paris entlang schlendern, das leckere französische Essen genießen und den Eiffelturm bei Nacht besichtigen.",gpt-3.5-turbo-16k,1.0,1
